O*NET-SOC Code,Title,Workplace Example,Hot Technology,In Demand
15-1232.00,Computer User Support Specialists,Microsoft SQL Server,Y,N
15-1232.00,Computer User Support Specialists,Microsoft SQL Server Integration Services SSIS,Y,N
15-1232.00,Computer User Support Specialists,Microsoft SQL Server Reporting Services SSRS,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Teams,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Visio,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Visual Basic,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Visual Basic for Applications VBA,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Visual Basic Scripting Edition VBScript,N,N
15-1232.00,Computer User Support Specialists,Microsoft Visual Studio,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Volume Shadow Copy Service,N,N
15-1232.00,Computer User Support Specialists,Microsoft Windows,Y,Y
15-1232.00,Computer User Support Specialists,Microsoft Windows Pre-installation Environment,N,N
15-1232.00,Computer User Support Specialists,Microsoft Windows Server,Y,N
15-1232.00,Computer User Support Specialists,Microsoft Word,Y,N
15-1232.00,Computer User Support Specialists,MicroStrategy,N,N
15-1232.00,Computer User Support Specialists,Migration software,N,N
15-1232.00,Computer User Support Specialists,MongoDB,Y,N
15-1232.00,Computer User Support Specialists,Moodle,N,N
15-1232.00,Computer User Support Specialists,MySQL,Y,N
15-1232.00,Computer User Support Specialists,Nagios,N,N
15-1232.00,Computer User Support Specialists,National Instruments LabVIEW,N,N
15-1232.00,Computer User Support Specialists,Nearpod,N,N
15-1232.00,Computer User Support Specialists,NetSuite ERP,N,N
15-1232.00,Computer User Support Specialists,Network directory services software,N,N
15-1232.00,Computer User Support Specialists,Node.js,Y,N
15-1232.00,Computer User Support Specialists,NortonLifeLock cybersecurity software,N,N
15-1232.00,Computer User Support Specialists,NoSQL,Y,N
15-1232.00,Computer User Support Specialists,Objective C,N,N
15-1232.00,Computer User Support Specialists,Operating system monitoring software,N,N
15-1232.00,Computer User Support Specialists,Oracle Business Intelligence Enterprise Edition,N,N
15-1232.00,Computer User Support Specialists,Oracle Database,Y,N
15-1232.00,Computer User Support Specialists,Oracle E-Business Suite Financials,N,N
15-1232.00,Computer User Support Specialists,Oracle Fusion Applications,N,N
15-1232.00,Computer User Support Specialists,Oracle Fusion Middleware,N,N
15-1232.00,Computer User Support Specialists,Oracle Hyperion,N,N
15-1232.00,Computer User Support Specialists,Oracle Java,Y,N
15-1232.00,Computer User Support Specialists,Oracle JavaServer Pages JSP,N,N
15-1232.00,Computer User Support Specialists,Oracle JD Edwards EnterpriseOne,N,N
15-1232.00,Computer User Support Specialists,Oracle JDBC,N,N
15-1232.00,Computer User Support Specialists,Oracle PeopleSoft,Y,N
15-1232.00,Computer User Support Specialists,Oracle PL/SQL,Y,N
15-1232.00,Computer User Support Specialists,Oracle Primavera Enterprise Project Portfolio Management,Y,N
15-1232.00,Computer User Support Specialists,Oracle Solaris,N,N
15-1232.00,Computer User Support Specialists,Oracle Taleo,N,N
15-1232.00,Computer User Support Specialists,Oracle WebLogic Server,N,N
15-1232.00,Computer User Support Specialists,ParentSquare,N,N
15-1232.00,Computer User Support Specialists,Password management software,N,N
15-1232.00,Computer User Support Specialists,Patch management software,N,N
15-1232.00,Computer User Support Specialists,Perforce Helix software,N,N
15-1232.00,Computer User Support Specialists,Perl,Y,N
15-1232.00,Computer User Support Specialists,Personal computer diagnostic software,N,N
15-1232.00,Computer User Support Specialists,PHP,Y,N
15-1232.00,Computer User Support Specialists,Poll Everywhere,N,N
15-1232.00,Computer User Support Specialists,PostgreSQL,Y,N
15-1232.00,Computer User Support Specialists,Puppet,Y,N
15-1232.00,Computer User Support Specialists,Python,Y,N
15-1232.00,Computer User Support Specialists,Qlik Tech QlikView,N,N
15-1232.00,Computer User Support Specialists,Quest Erwin Data Modeler,N,N
15-1232.00,Computer User Support Specialists,Red Hat Enterprise Linux,Y,N
15-1232.00,Computer User Support Specialists,Red Hat WildFly,N,N
15-1232.00,Computer User Support Specialists,Relational database management software,N,N
15-1232.00,Computer User Support Specialists,Remote control software,N,N
15-1232.00,Computer User Support Specialists,Remote install server software,N,N
15-1232.00,Computer User Support Specialists,Ruby,Y,N
15-1232.00,Computer User Support Specialists,Ruby on Rails,N,N
15-1232.00,Computer User Support Specialists,Sage 50 Accounting,N,N
15-1232.00,Computer User Support Specialists,Salesforce software,Y,N
15-1232.00,Computer User Support Specialists,Salesforce Visualforce,N,N
15-1232.00,Computer User Support Specialists,SAP Business Objects,N,N
15-1232.00,Computer User Support Specialists,SAP Crystal Reports,N,N
15-1232.00,Computer User Support Specialists,SAP software,Y,N
15-1232.00,Computer User Support Specialists,SAS,Y,N
15-1232.00,Computer User Support Specialists,Schoology,N,N
15-1232.00,Computer User Support Specialists,Seesaw,N,N
15-1232.00,Computer User Support Specialists,ServiceNow,Y,Y
15-1232.00,Computer User Support Specialists,Shell script,Y,N
15-1232.00,Computer User Support Specialists,Skype,N,N
15-1232.00,Computer User Support Specialists,Slack,Y,N
15-1232.00,Computer User Support Specialists,SmugMug Flickr,N,N
15-1232.00,Computer User Support Specialists,Software asset management SAM software,N,N
15-1232.00,Computer User Support Specialists,SolarWinds,N,N
15-1232.00,Computer User Support Specialists,Splunk Enterprise,Y,N
15-1232.00,Computer User Support Specialists,Spring Boot,Y,N
15-1232.00,Computer User Support Specialists,Spring Framework,Y,N
15-1232.00,Computer User Support Specialists,Stac Software ReachOut,N,N
15-1232.00,Computer User Support Specialists,StataCorp Stata,N,N
15-1232.00,Computer User Support Specialists,Structured query language SQL,Y,Y
15-1232.00,Computer User Support Specialists,Supervisory control and data acquisition SCADA software,N,N
15-1232.00,Computer User Support Specialists,Swift,Y,N
15-1232.00,Computer User Support Specialists,Symantec LiveState,N,N
15-1232.00,Computer User Support Specialists,Symantec Norton Utilities,N,N
15-1232.00,Computer User Support Specialists,Symantec pcAnywhere,N,N
15-1232.00,Computer User Support Specialists,Tableau,Y,N
15-1232.00,Computer User Support Specialists,Tax software,N,N
15-1232.00,Computer User Support Specialists,Teradata Database,Y,N
15-1232.00,Computer User Support Specialists,The MathWorks MATLAB,Y,N
15-1232.00,Computer User Support Specialists,Transact-SQL,Y,N
15-1232.00,Computer User Support Specialists,Trimble SketchUp Pro,Y,N
15-1232.00,Computer User Support Specialists,Ubuntu,N,N
15-1232.00,Computer User Support Specialists,Unified modeling language UML,N,N
15-1232.00,Computer User Support Specialists,UNIX,Y,N
15-1232.00,Computer User Support Specialists,UNIX Shell,Y,N
15-1232.00,Computer User Support Specialists,Veritas NetBackup,N,N
15-1232.00,Computer User Support Specialists,Virtual private networking VPN software,N,N
15-1232.00,Computer User Support Specialists,Virus scanning software,N,N
15-1232.00,Computer User Support Specialists,VMware,N,N
15-1232.00,Computer User Support Specialists,Voice over internet protocol VoIP system software,N,N
15-1232.00,Computer User Support Specialists,Wireshark,N,N
15-1232.00,Computer User Support Specialists,Yardi software,Y,N
15-1232.00,Computer User Support Specialists,YouTube,N,N
15-1232.00,Computer User Support Specialists,Zoom,Y,N
15-1241.00,Computer Network Architects,Access management software,N,N
15-1241.00,Computer Network Architects,Adobe ActionScript,N,N
15-1241.00,Computer Network Architects,Adobe After Effects,Y,N
15-1241.00,Computer Network Architects,Advanced business application programming ABAP,N,N
15-1241.00,Computer Network Architects,AirMagnet Enterprise,N,N
15-1241.00,Computer Network Architects,AJAX,Y,N
15-1241.00,Computer Network Architects,Amazon DynamoDB,Y,N
15-1241.00,Computer Network Architects,Amazon Elastic Compute Cloud EC2,Y,N
15-1241.00,Computer Network Architects,Amazon Redshift,Y,N
15-1241.00,Computer Network Architects,Amazon Simple Storage Service S3,N,N
15-1241.00,Computer Network Architects,Amazon Web Services AWS CloudFormation,Y,N
15-1241.00,Computer Network Architects,Amazon Web Services AWS software,Y,Y
15-1241.00,Computer Network Architects,Ansible software,Y,Y
15-1241.00,Computer Network Architects,Apache Ant,N,N
15-1241.00,Computer Network Architects,Apache Cassandra,Y,N
15-1241.00,Computer Network Architects,Apache Groovy,N,N
15-1241.00,Computer Network Architects,Apache Hadoop,Y,N
15-1241.00,Computer Network Architects,Apache Hive,Y,N
15-1241.00,Computer Network Architects,Apache HTTP Server,N,N
15-1241.00,Computer Network Architects,Apache Kafka,Y,N
15-1241.00,Computer Network Architects,Apache Maven,Y,N
15-1241.00,Computer Network Architects,Apache Pig,N,N
15-1241.00,Computer Network Architects,Apache Solr,N,N
15-1241.00,Computer Network Architects,Apache Spark,Y,N
15-1241.00,Computer Network Architects,Apache Struts,N,N
15-1241.00,Computer Network Architects,Apache Subversion SVN,Y,N
15-1241.00,Computer Network Architects,Apache Tomcat,Y,N
15-1241.00,Computer Network Architects,Apple macOS,Y,N
15-1241.00,Computer Network Architects,Application management software,N,N
15-1241.00,Computer Network Architects,Aruba Networks AirWave,N,N
15-1241.00,Computer Network Architects,Asset management administration software,N,N
15-1241.00,Computer Network Architects,Atlassian Bamboo,N,N
15-1241.00,Computer Network Architects,Atlassian Confluence,Y,N
15-1241.00,Computer Network Architects,Atlassian JIRA,Y,N
15-1241.00,Computer Network Architects,Autodesk AutoCAD,Y,N
15-1241.00,Computer Network Architects,Autodesk Revit,Y,N
15-1241.00,Computer Network Architects,Automated installation software,N,N
15-1241.00,Computer Network Architects,Bash,Y,N
15-1241.00,Computer Network Architects,Blink,N,N
15-1241.00,Computer Network Architects,Border Gateway Protocol BGP,Y,Y
15-1241.00,Computer Network Architects,BroadSoft BroadWorks,N,N
15-1241.00,Computer Network Architects,C,Y,N
15-1241.00,Computer Network Architects,C#,Y,N
15-1241.00,Computer Network Architects,C++,Y,N
15-1241.00,Computer Network Architects,CA eTrust,N,N
15-1241.00,Computer Network Architects,Capacity planning software,N,N
15-1241.00,Computer Network Architects,Cascading style sheets CSS,Y,N
15-1241.00,Computer Network Architects,Chef,Y,N
15-1241.00,Computer Network Architects,Cisco IOS,N,N
15-1241.00,Computer Network Architects,Cisco Systems Cisco Web Cache Communication Protocol WCCP,N,N
15-1241.00,Computer Network Architects,Cisco Systems CiscoWorks,N,N
15-1241.00,Computer Network Architects,Cisco Systems CiscoWorks LAN Management Solution,N,N
15-1241.00,Computer Network Architects,Cisco Systems Gateway Load Balancing Protocol GLBP,N,N
15-1241.00,Computer Network Architects,Cisco Systems Hot Standby Router Protocol HSRP,N,N
15-1241.00,Computer Network Architects,Cisco Systems Wireless Control System WCS,N,N
15-1241.00,Computer Network Architects,Cisco Webex,Y,N
15-1241.00,Computer Network Architects,Citrix cloud computing software,N,N
15-1241.00,Computer Network Architects,Citrix XenApp,N,N
15-1241.00,Computer Network Architects,Common business oriented language COBOL,N,N
15-1241.00,Computer Network Architects,Compaq Insight Manager,N,N
15-1241.00,Computer Network Architects,Computer Associates ArcServ Backup,N,N
15-1241.00,Computer Network Architects,Computer intrusion detection systems,N,N
15-1241.00,Computer Network Architects,Content filter software,N,N
15-1241.00,Computer Network Architects,Customer information control system CICS,N,N
15-1241.00,Computer Network Architects,Dassault Systemes CATIA,N,N
15-1241.00,Computer Network Architects,Dassault Systemes SolidWorks,Y,N
15-1241.00,Computer Network Architects,Diagramming software,N,N
15-1241.00,Computer Network Architects,Discrete event simulation software,N,N
15-1241.00,Computer Network Architects,Django,Y,N
15-1241.00,Computer Network Architects,Docker,Y,N
15-1241.00,Computer Network Architects,Domain name system DNS,N,N
15-1241.00,Computer Network Architects,Drupal,N,N
15-1241.00,Computer Network Architects,Dynamic hypertext markup language DHTML,N,N
15-1241.00,Computer Network Architects,Dynatrace,N,N
15-1241.00,Computer Network Architects,Eclipse IDE,Y,N
15-1241.00,Computer Network Architects,Elasticsearch,Y,N
15-1241.00,Computer Network Architects,Element management software,N,N
15-1241.00,Computer Network Architects,Email management software,N,N
15-1241.00,Computer Network Architects,EMC Smarts Network Protocol Manager,N,N
15-1241.00,Computer Network Architects,Encryption software,N,N
15-1241.00,Computer Network Architects,Enhanced Interior Gateway Routing Protocol EIGRP,N,N
15-1241.00,Computer Network Architects,Enterprise JavaBeans,N,N
15-1241.00,Computer Network Architects,ESRI ArcGIS software,Y,N
15-1241.00,Computer Network Architects,Ethereal,N,N
15-1241.00,Computer Network Architects,Ext JS,N,N
15-1241.00,Computer Network Architects,Extensible hypertext markup language XHTML,N,N
15-1241.00,Computer Network Architects,Extensible markup language XML,Y,N
15-1241.00,Computer Network Architects,Firewall software,N,Y
15-1241.00,Computer Network Architects,Git,Y,N
15-1241.00,Computer Network Architects,GitHub,Y,N
15-1241.00,Computer Network Architects,Go,Y,N
