O*NET-SOC Code,Title,Element Name,Data Value
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Mathematics,2.12
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Science,1.38
23-1022.00,"Arbitrators, Mediators, and Conciliators",Active Listening,4.38
23-1022.00,"Arbitrators, Mediators, and Conciliators",Writing,4.25
23-1022.00,"Arbitrators, Mediators, and Conciliators",Reading Comprehension,4.12
23-1022.00,"Arbitrators, Mediators, and Conciliators",Speaking,4.12
23-1022.00,"Arbitrators, Mediators, and Conciliators",Critical Thinking,4.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",Active Learning,3.88
23-1022.00,"Arbitrators, Mediators, and Conciliators",Learning Strategies,2.88
23-1022.00,"Arbitrators, Mediators, and Conciliators",Monitoring,2.88
23-1022.00,"Arbitrators, Mediators, and Conciliators",Mathematics,2.12
23-1022.00,"Arbitrators, Mediators, and Conciliators",Science,1.25
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Active Listening,5.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Critical Thinking,4.88
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Reading Comprehension,4.25
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Writing,4.12
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Speaking,4.12
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Active Learning,4.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Monitoring,3.88
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Learning Strategies,2.75
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Mathematics,2.12
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Science,1.75
23-2011.00,Paralegals and Legal Assistants,Writing,4.0
23-2011.00,Paralegals and Legal Assistants,Reading Comprehension,3.88
23-2011.00,Paralegals and Legal Assistants,Active Listening,3.88
23-2011.00,Paralegals and Legal Assistants,Speaking,3.62
23-2011.00,Paralegals and Legal Assistants,Critical Thinking,3.25
23-2011.00,Paralegals and Legal Assistants,Active Learning,3.0
23-2011.00,Paralegals and Legal Assistants,Monitoring,3.0
23-2011.00,Paralegals and Legal Assistants,Learning Strategies,2.25
23-2011.00,Paralegals and Legal Assistants,Mathematics,2.0
23-2011.00,Paralegals and Legal Assistants,Science,1.38
23-2093.00,"Title Examiners, Abstractors, and Searchers",Reading Comprehension,4.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Active Listening,3.75
23-2093.00,"Title Examiners, Abstractors, and Searchers",Speaking,3.62
23-2093.00,"Title Examiners, Abstractors, and Searchers",Critical Thinking,3.62
23-2093.00,"Title Examiners, Abstractors, and Searchers",Writing,3.25
23-2093.00,"Title Examiners, Abstractors, and Searchers",Monitoring,3.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Active Learning,2.88
23-2093.00,"Title Examiners, Abstractors, and Searchers",Learning Strategies,2.38
23-2093.00,"Title Examiners, Abstractors, and Searchers",Mathematics,2.12
23-2093.00,"Title Examiners, Abstractors, and Searchers",Science,1.0
25-1011.00,"Business Teachers, Postsecondary",Speaking,4.25
25-1011.00,"Business Teachers, Postsecondary",Reading Comprehension,4.0
25-1011.00,"Business Teachers, Postsecondary",Active Listening,4.0
25-1011.00,"Business Teachers, Postsecondary",Writing,4.0
25-1011.00,"Business Teachers, Postsecondary",Learning Strategies,4.0
25-1011.00,"Business Teachers, Postsecondary",Critical Thinking,3.88
25-1011.00,"Business Teachers, Postsecondary",Active Learning,3.88
25-1011.00,"Business Teachers, Postsecondary",Monitoring,3.62
25-1011.00,"Business Teachers, Postsecondary",Mathematics,3.0
25-1011.00,"Business Teachers, Postsecondary",Science,1.88
25-1021.00,"Computer Science Teachers, Postsecondary",Reading Comprehension,4.0
25-1021.00,"Computer Science Teachers, Postsecondary",Writing,4.0
25-1021.00,"Computer Science Teachers, Postsecondary",Speaking,4.0
25-1021.00,"Computer Science Teachers, Postsecondary",Active Listening,3.88
25-1021.00,"Computer Science Teachers, Postsecondary",Critical Thinking,3.88
25-1021.00,"Computer Science Teachers, Postsecondary",Active Learning,3.88
25-1021.00,"Computer Science Teachers, Postsecondary",Learning Strategies,3.88
25-1021.00,"Computer Science Teachers, Postsecondary",Monitoring,3.75
25-1021.00,"Computer Science Teachers, Postsecondary",Mathematics,3.12
25-1021.00,"Computer Science Teachers, Postsecondary",Science,2.75
25-1022.00,"Mathematical Science Teachers, Postsecondary",Mathematics,4.25
25-1022.00,"Mathematical Science Teachers, Postsecondary",Speaking,4.12
25-1022.00,"Mathematical Science Teachers, Postsecondary",Reading Comprehension,4.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",Active Listening,4.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",Writing,3.88
25-1022.00,"Mathematical Science Teachers, Postsecondary",Critical Thinking,3.88
25-1022.00,"Mathematical Science Teachers, Postsecondary",Learning Strategies,3.88
25-1022.00,"Mathematical Science Teachers, Postsecondary",Monitoring,3.88
25-1022.00,"Mathematical Science Teachers, Postsecondary",Active Learning,3.75
25-1022.00,"Mathematical Science Teachers, Postsecondary",Science,2.38
25-1031.00,"Architecture Teachers, Postsecondary",Reading Comprehension,4.12
25-1031.00,"Architecture Teachers, Postsecondary",Speaking,4.12
25-1031.00,"Architecture Teachers, Postsecondary",Learning Strategies,4.12
25-1031.00,"Architecture Teachers, Postsecondary",Active Listening,4.0
25-1031.00,"Architecture Teachers, Postsecondary",Writing,4.0
25-1031.00,"Architecture Teachers, Postsecondary",Critical Thinking,3.88
25-1031.00,"Architecture Teachers, Postsecondary",Active Learning,3.88
25-1031.00,"Architecture Teachers, Postsecondary",Monitoring,3.75
25-1031.00,"Architecture Teachers, Postsecondary",Mathematics,2.88
25-1031.00,"Architecture Teachers, Postsecondary",Science,2.38
25-1032.00,"Engineering Teachers, Postsecondary",Speaking,4.12
25-1032.00,"Engineering Teachers, Postsecondary",Learning Strategies,4.12
25-1032.00,"Engineering Teachers, Postsecondary",Reading Comprehension,4.0
25-1032.00,"Engineering Teachers, Postsecondary",Active Listening,4.0
25-1032.00,"Engineering Teachers, Postsecondary",Writing,3.88
25-1032.00,"Engineering Teachers, Postsecondary",Mathematics,3.88
25-1032.00,"Engineering Teachers, Postsecondary",Critical Thinking,3.88
25-1032.00,"Engineering Teachers, Postsecondary",Active Learning,3.62
25-1032.00,"Engineering Teachers, Postsecondary",Science,3.5
25-1032.00,"Engineering Teachers, Postsecondary",Monitoring,3.38
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Reading Comprehension,4.12
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Speaking,4.12
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Learning Strategies,4.12
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Active Listening,4.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Writing,4.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Critical Thinking,4.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Active Learning,4.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Monitoring,3.88
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Science,3.5
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Mathematics,3.0
25-1042.00,"Biological Science Teachers, Postsecondary",Speaking,4.25
25-1042.00,"Biological Science Teachers, Postsecondary",Learning Strategies,4.12
25-1042.00,"Biological Science Teachers, Postsecondary",Reading Comprehension,4.0
25-1042.00,"Biological Science Teachers, Postsecondary",Active Listening,4.0
25-1042.00,"Biological Science Teachers, Postsecondary",Writing,4.0
25-1042.00,"Biological Science Teachers, Postsecondary",Science,4.0
25-1042.00,"Biological Science Teachers, Postsecondary",Active Learning,4.0
25-1042.00,"Biological Science Teachers, Postsecondary",Critical Thinking,3.88
25-1042.00,"Biological Science Teachers, Postsecondary",Monitoring,3.88
25-1042.00,"Biological Science Teachers, Postsecondary",Mathematics,3.12
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Reading Comprehension,4.12
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Writing,4.12
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Learning Strategies,4.12
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Active Listening,4.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Speaking,4.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Active Learning,4.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Critical Thinking,3.88
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Monitoring,3.88
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Science,3.25
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Mathematics,3.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Speaking,4.75
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Reading Comprehension,4.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Active Listening,4.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Writing,4.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Science,4.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Critical Thinking,4.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Active Learning,3.88
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Learning Strategies,3.88
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Monitoring,3.62
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Mathematics,3.38
25-1052.00,"Chemistry Teachers, Postsecondary",Reading Comprehension,4.12
25-1052.00,"Chemistry Teachers, Postsecondary",Writing,4.12
25-1052.00,"Chemistry Teachers, Postsecondary",Speaking,4.12
25-1052.00,"Chemistry Teachers, Postsecondary",Active Listening,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",Science,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",Critical Thinking,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",Active Learning,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",Learning Strategies,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",Monitoring,4.0
25-1052.00,"Chemistry Teachers, Postsecondary",Mathematics,3.25
25-1053.00,"Environmental Science Teachers, Postsecondary",Reading Comprehension,4.12
25-1053.00,"Environmental Science Teachers, Postsecondary",Speaking,4.12
25-1053.00,"Environmental Science Teachers, Postsecondary",Active Listening,4.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Writing,4.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Science,4.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Critical Thinking,4.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Learning Strategies,4.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Active Learning,3.88
25-1053.00,"Environmental Science Teachers, Postsecondary",Monitoring,3.88
25-1053.00,"Environmental Science Teachers, Postsecondary",Mathematics,3.0
25-1054.00,"Physics Teachers, Postsecondary",Reading Comprehension,4.12
25-1054.00,"Physics Teachers, Postsecondary",Speaking,4.12
25-1054.00,"Physics Teachers, Postsecondary",Science,4.12
25-1054.00,"Physics Teachers, Postsecondary",Active Listening,4.0
25-1054.00,"Physics Teachers, Postsecondary",Writing,4.0
25-1054.00,"Physics Teachers, Postsecondary",Critical Thinking,4.0
25-1054.00,"Physics Teachers, Postsecondary",Active Learning,4.0
25-1054.00,"Physics Teachers, Postsecondary",Learning Strategies,4.0
25-1054.00,"Physics Teachers, Postsecondary",Mathematics,3.62
25-1054.00,"Physics Teachers, Postsecondary",Monitoring,3.62
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Speaking,4.88
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Reading Comprehension,4.75
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Writing,4.62
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Active Listening,4.38
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Learning Strategies,4.38
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Active Learning,4.25
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Critical Thinking,4.0
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Monitoring,3.88
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Science,3.75
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Mathematics,2.62
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Reading Comprehension,4.25
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Speaking,4.12
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Active Listening,4.0
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Writing,4.0
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Active Learning,4.0
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Learning Strategies,4.0
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Critical Thinking,3.88
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Monitoring,3.12
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Science,2.5
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Mathematics,2.0
25-1063.00,"Economics Teachers, Postsecondary",Speaking,4.12
25-1063.00,"Economics Teachers, Postsecondary",Reading Comprehension,4.0
25-1063.00,"Economics Teachers, Postsecondary",Active Listening,4.0
25-1063.00,"Economics Teachers, Postsecondary",Writing,4.0
25-1063.00,"Economics Teachers, Postsecondary",Critical Thinking,3.88
25-1063.00,"Economics Teachers, Postsecondary",Learning Strategies,3.88
25-1063.00,"Economics Teachers, Postsecondary",Active Learning,3.75
25-1063.00,"Economics Teachers, Postsecondary",Mathematics,3.25
25-1063.00,"Economics Teachers, Postsecondary",Monitoring,3.0
25-1063.00,"Economics Teachers, Postsecondary",Science,2.38
25-1064.00,"Geography Teachers, Postsecondary",Writing,4.12
25-1064.00,"Geography Teachers, Postsecondary",Speaking,4.12
25-1064.00,"Geography Teachers, Postsecondary",Reading Comprehension,4.0
25-1064.00,"Geography Teachers, Postsecondary",Active Listening,4.0
25-1064.00,"Geography Teachers, Postsecondary",Critical Thinking,3.88
25-1064.00,"Geography Teachers, Postsecondary",Active Learning,3.88
25-1064.00,"Geography Teachers, Postsecondary",Learning Strategies,3.88
25-1064.00,"Geography Teachers, Postsecondary",Science,3.12
25-1064.00,"Geography Teachers, Postsecondary",Monitoring,3.12
25-1064.00,"Geography Teachers, Postsecondary",Mathematics,2.75
25-1065.00,"Political Science Teachers, Postsecondary",Speaking,4.62
25-1065.00,"Political Science Teachers, Postsecondary",Reading Comprehension,4.12
25-1065.00,"Political Science Teachers, Postsecondary",Active Listening,4.0
25-1065.00,"Political Science Teachers, Postsecondary",Writing,4.0
25-1065.00,"Political Science Teachers, Postsecondary",Active Learning,4.0
25-1065.00,"Political Science Teachers, Postsecondary",Critical Thinking,3.88
25-1065.00,"Political Science Teachers, Postsecondary",Learning Strategies,3.88
25-1065.00,"Political Science Teachers, Postsecondary",Monitoring,3.0
25-1065.00,"Political Science Teachers, Postsecondary",Science,2.38
